0,331214237181104
0,250578241073796
0,708454329384702
0,764169614186589
0,2350836890913
0,670377627792944
0,858310837232653
0,0502132019261891
0,275729068683334
0,573490850894475
0,876841067744811
0,578672883370273
0,564237535728252
0,486730257741516
0,712775407225255
0,332465880705261
0,811459028074266
0,209690747414572
0,135581031970485
0,380552487625066
0,029676205958089
0,440125568974822
0,677658345400197
0,276775129733968
0,841095255613837
0,551650239411579
0,737812565983186
0,264894858591675
0,755816377585668
0,458637690850831
0,572698675362719
0,531134592616528
0,67038879109099
0,781078802319746
0,989594322624427
0,77549904760695
0,0522434870024414
0,981388898557699
0,956972400637796
0,17609390997146
0,0469862232203531
0,714410215948899
0,372119229925852
0,35956655692289
0,899070879863142
0,75616093201384
0,453868094111731
0,948671754425704
0,108134560803014
0,0182504258203555
0,43716366097199
0,123593242896531
0,0969626815509809
0,23149266430712
0,16428543914309
0,891088668206282
0,572919895673599
0,431679199650734
0,923074358572752
0,683433449679722
0,932565061809758
0,593415978640977
0,294396824340521
0,817091377832504
0,000792175531756215
0,345706475128283
0,908284092279283
0,783158733408506
0,497135935117088
0,937276359618304
0,280222393702819
0,830070129516567
0,252718346776775
0,959487121999025
0,333566264404713
0,31526599000919
0,0680063390489697
0,318091788477307
0,377704249870826
0,0849343235999971
0,0977821452998473
0,789140811557481
0,156760297788661
0,737565951765313
0,0214740298788408
0,449105432466187
0,434171911065547
0,43889612678387
0,616793363176656
0,0985056544181451
0,202579151933351
0,620564287351707
0,0583145399849464
0,273538950958075
0,243528848161702
0,453570244579376
0,420013391608379
0,555027852093348
0,358774381391133
0,553364404734859
0,847876839734557
0,670709360703225
0,451535819308616
0,17085820118471
0,738028032117536
0,607093531455423
0,870874896119756
0,137475559551956
0,897926399902406
0,849019449133901
0,823082329157313
0,254828107196292
0,0539749497799086
0,838140034972755
0,585651304379875
0,143424250252277
0,436655680852316
0,556830872575208
0,795617347953663
0,551686743065569
0,911534564062736
0,469387965495413
0,166365370231851
0,398630280698943
0,734697207684953
0,659658106351112
0,771755589531621
0,979179395818701
0,715958273837323
0,879996019825337
0,895252598400811
0,512978486955622
0,959317407086174
0,824339845135966
0,237057483865441
0,427072784596622
0,337604992248865
0,985902096603951
0,999537919647777
0,414380498423418
0,578230536346431
0,296696351513591
0,540969726881464
0,767773914042755
0,275423325260833
0,947751044737059
0,566589337571799
0,220174505012191
0,6878876465782
0,100104597909425
0,0169145637270597
0,863182519033171
0,759410504139685
0,807087638325564
0,641829840672123
0,378488874239143
0,504343990471374
0,0529055386096731
0,436160993499756
0,0783699257664242
0,835337941923802
0,891695500301055
0,421517285714632
0,0179303800770689
0,95376685073309
0,310103842201691
0,295510700110118
0,229635104643942
0,601082551107315
0,158578519783252
0,805819258003411
0,450753584248365
0,557292952927432
0,381236849530245
0,973456206719138
0,614838212549145
0,928418238613949
0,398591456189096
0,12320695543811
0,786946162947894
0,0930687687793136
0,55158108451943
0,291291749240501
0,615853675927899
0,863081456098278
0,0320700793676405
0,753567982815936
0,152229768760609
0,182510004463843
0,858568609626297
0,922728794125248
0,284699453639192
0,549741103104195
0,921167993881352
0,579042556499617
0,686535036045376
0,875179065798958
0,523039346804395
0,814007063309665
0,965319483059142
0,652240344626941
0,336954232927856
0,619091953904876
0,529309126794948
0,294285339906013
0,566160979478695
0,305889566105739
0,378173654609441
0,833631431606427
0,0269916281229777
0,450070635625194
0,105752534282279
0,929698583171563
0,649214830551862
0,985301156987111
0,283756857404372
0,600403751060555
0,805663609786734
0,154848923978791
0,921696771365449
0,556535859385755
0,143280931349509
0,0471251001800993
0,742513941481017
0,235849725658004
0,521119804364219
0,90101248114417
0,636124959046079
0,802194293030628
0,286921170673762
0,739659146750187
0,405378891809554
0,58458439287943
0,157887472378969
0,134705818320953
0,756114535851457
0,932489130614553
0,761982622445553
0,321568336021885
0,296920476619583
0,726180513261901
0,375394328206496
0,318598337154183
0,155518376340865
0,408497974001103
0,81697625984297
0,35500087046763
0,900526272552333
0,935866836894242
0,295285699095244
0,0861312849848211
0,0695154560122245
0,368190422825604
0,892310291944216
0,408783623673387
0,508959413277432
0,289829132747757
0,876578012423859
0,293459401136944
0,773165535541794
0,665148498334525
0,66976460705966
0,575979361578813
0,546710260932665
0,287332481372791
0,0446917438156399
0,521168141402848
0,771811110792594
0,514509012230909
0,229186621135653
0,351267726789819
0,838421128615002
0,484095273764848
0,857928447359208
0,195516258103548
0,181141531179259
0,824682594195326
0,891606723839234
0,334015967479914
0,418873465815034
0,16611893389659
0,000486208591836602
0,700258122151838
0,506908593935384
0,200789885688941
0,670143690737963
0,0371884689839503
0,692274100935214
0,749103848705582
0,625746405043521
