0,490633948	0,41091812	0,409889487	0,14039643	0,967529943	0,117364178	0,902801874	0,310142827	0,238715666	0,522517384	0,228380023	0,541003656	0,250494418	0,270520906	0,700952275	0,52817759	0,321248536	0,865944358	0,621480414	0,559101589
0,682136272	0,490633948	0,41091812	0,409889487	0,14039643	0,967529943	0,117364178	0,902801874	0,310142827	0,238715666	0,522517384	0,228380023	0,541003656	0,250494418	0,270520906	0,700952275	0,52817759	0,321248536	0,865944358	0,621480414
0,808871149	0,682136272	0,490633948	0,41091812	0,409889487	0,14039643	0,967529943	0,117364178	0,902801874	0,310142827	0,238715666	0,522517384	0,228380023	0,541003656	0,250494418	0,270520906	0,700952275	0,52817759	0,321248536	0,865944358
0,279910883	0,808871149	0,682136272	0,490633948	0,41091812	0,409889487	0,14039643	0,967529943	0,117364178	0,902801874	0,310142827	0,238715666	0,522517384	0,228380023	0,541003656	0,250494418	0,270520906	0,700952275	0,52817759	0,321248536
0,203932291	0,279910883	0,808871149	0,682136272	0,490633948	0,41091812	0,409889487	0,14039643	0,967529943	0,117364178	0,902801874	0,310142827	0,238715666	0,522517384	0,228380023	0,541003656	0,250494418	0,270520906	0,700952275	0,52817759
0,17389398	0,203932291	0,279910883	0,808871149	0,682136272	0,490633948	0,41091812	0,409889487	0,14039643	0,967529943	0,117364178	0,902801874	0,310142827	0,238715666	0,522517384	0,228380023	0,541003656	0,250494418	0,270520906	0,700952275
0,27815441	0,17389398	0,203932291	0,279910883	0,808871149	0,682136272	0,490633948	0,41091812	0,409889487	0,14039643	0,967529943	0,117364178	0,902801874	0,310142827	0,238715666	0,522517384	0,228380023	0,541003656	0,250494418	0,270520906
0,64191529	0,27815441	0,17389398	0,203932291	0,279910883	0,808871149	0,682136272	0,490633948	0,41091812	0,409889487	0,14039643	0,967529943	0,117364178	0,902801874	0,310142827	0,238715666	0,522517384	0,228380023	0,541003656	0,250494418
0,684706589	0,64191529	0,27815441	0,17389398	0,203932291	0,279910883	0,808871149	0,682136272	0,490633948	0,41091812	0,409889487	0,14039643	0,967529943	0,117364178	0,902801874	0,310142827	0,238715666	0,522517384	0,228380023	0,541003656
0,496980502	0,684706589	0,64191529	0,27815441	0,17389398	0,203932291	0,279910883	0,808871149	0,682136272	0,490633948	0,41091812	0,409889487	0,14039643	0,967529943	0,117364178	0,902801874	0,310142827	0,238715666	0,522517384	0,228380023
